cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launch_date,end_date,staff_pick,spotlight,Category,Sub-Category
1373,2951,Hebert Group,Visionary asymmetric Graphical User Interface,117900.0,117900.0,successful,5168,US,USD,2021-03-18 05:00:00,2021-03-22 05:00:00,False,False,theater,plays
2665,3432,"Cole, Smith and Wood",Integrated zero-defect help-desk,8900.0,8900.0,failed,26,GB,GBP,2021-05-03 05:00:00,2022-01-25 06:00:00,False,False,film & video,documentary
2500,2297,"Harris, Hall and Harris",Inverse analyzing matrices,7100.0,7100.0,successful,307,US,USD,2021-04-18 05:00:00,2021-08-28 05:00:00,False,True,theater,plays
921,6161,Saunders Group,Programmable systemic implementation,6500.0,6500.0,failed,73,US,USD,2020-05-31 05:00:00,2021-01-31 06:00:00,False,True,theater,plays
135,4603,"Pham, Avila and Nash",Multi-channeled next generation architecture,7200.0,7200.0,failed,128,US,USD,2020-05-27 05:00:00,2021-04-14 05:00:00,False,False,film & video,animation
2413,5818,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,2600.0,2600.0,failed,33,US,USD,2020-04-10 05:00:00,2021-04-15 05:00:00,False,True,theater,plays
3004,4270,Young PLC,Innovative well-modulated functionalities,98700.0,98700.0,successful,2441,US,USD,2020-09-01 05:00:00,2021-05-03 05:00:00,False,False,music,rock
1911,6007,Willis and Sons,Fundamental incremental database,93800.0,93800.0,live,211,US,USD,2021-04-06 05:00:00,2021-06-16 05:00:00,False,False,games,video games
2726,4084,Thompson-Bates,Expanded encompassing open architecture,33700.0,33700.0,successful,1385,GB,GBP,2021-01-05 06:00:00,2021-04-18 05:00:00,False,False,film & video,documentary
2049,1340,Rose-Silva,Intuitive static portal,3300.0,3300.0,successful,190,US,USD,2021-01-30 06:00:00,2021-06-25 05:00:00,False,False,food,food trucks
1732,5675,"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition,20700.0,20700.0,successful,470,US,USD,2020-07-30 05:00:00,2021-03-22 05:00:00,False,False,technology,wearables
1174,2010,"Carlson, Dixon and Jones",Persistent well-modulated synergy,9600.0,9600.0,successful,253,US,USD,2020-10-28 05:00:00,2021-05-02 05:00:00,False,False,theater,plays
1194,6201,Mcgee Group,Assimilated discrete algorithm,66200.0,66200.0,successful,1113,US,USD,2020-06-27 05:00:00,2021-05-04 05:00:00,False,False,music,rock
3176,1791,Jordan-Acosta,Operative uniform hub,173800.0,173800.0,successful,2283,US,USD,2020-02-27 06:00:00,2021-02-12 06:00:00,False,False,music,rock
642,3314,Nunez Inc,Customizable intangible capability,70700.0,70700.0,failed,1072,US,USD,2020-11-06 06:00:00,2021-07-21 05:00:00,False,True,music,rock
34,5852,Hayden Ltd,Innovative didactic analyzer,94500.0,94500.0,successful,1095,US,USD,2020-06-17 05:00:00,2021-07-08 05:00:00,False,False,theater,plays
217,4618,Gonzalez-Burton,Decentralized intangible encoding,69800.0,69800.0,successful,1690,US,USD,2020-12-20 06:00:00,2021-04-27 05:00:00,False,False,theater,plays
1693,2618,"Lewis, Taylor and Rivers",Front-line transitional algorithm,136300.0,136300.0,canceled,1297,CA,CAD,2021-02-07 06:00:00,2022-02-10 06:00:00,False,False,theater,plays
2333,4967,"Butler, Henry and Espinoza",Switchable didactic matrices,37100.0,37100.0,failed,393,US,USD,2021-04-03 05:00:00,2021-12-23 06:00:00,False,False,photography,photography books
80,4594,Guzman Group,Ameliorated disintermediate utilization,114300.0,114300.0,failed,1257,US,USD,2021-02-10 06:00:00,2021-09-22 05:00:00,False,False,music,indie rock
2847,2080,Gibson-Hernandez,Visionary foreground middleware,47900.0,47900.0,failed,328,US,USD,2021-02-17 06:00:00,2021-06-09 05:00:00,False,False,theater,plays
3104,2793,Spencer-Weber,Optional zero-defect task-force,9000.0,9000.0,failed,147,US,USD,2020-12-05 06:00:00,2021-07-13 05:00:00,False,False,theater,plays
980,4890,"Berger, Johnson and Marshall",Devolved exuding emulation,197600.0,197600.0,failed,830,US,USD,2020-12-12 06:00:00,2021-06-18 05:00:00,False,False,games,video games
476,3528,"Taylor, Cisneros and Romero",Open-source neutral task-force,157600.0,157600.0,failed,331,GB,GBP,2021-04-06 05:00:00,2021-08-09 05:00:00,False,False,film & video,drama
116,5810,Little-Marsh,Virtual attitude-oriented migration,8000.0,8000.0,failed,25,US,USD,2021-10-07 05:00:00,2021-12-28 06:00:00,False,True,music,indie rock
2900,5720,Petersen and Sons,Open-source full-range portal,900.0,900.0,successful,191,US,USD,2021-05-03 05:00:00,2022-02-13 06:00:00,False,False,technology,web
553,4593,Hensley Ltd,Versatile cohesive open system,199000.0,199000.0,failed,3483,US,USD,2021-07-27 05:00:00,2021-11-21 06:00:00,False,False,food,food trucks
2834,3186,Navarro and Sons,Multi-layered bottom-line frame,180800.0,180800.0,failed,923,US,USD,2021-05-27 05:00:00,2021-06-01 05:00:00,False,False,theater,plays
2314,5136,Shannon Ltd,Pre-emptive neutral capacity,100.0,100.0,failed,1,US,USD,2021-01-19 06:00:00,2021-07-25 05:00:00,False,True,music,jazz
2005,2646,Young LLC,Universal maximized methodology,74100.0,74100.0,successful,2013,US,USD,2021-09-12 05:00:00,2021-10-05 05:00:00,False,False,music,rock
2514,3460,"Adams, Willis and Sanchez",Expanded hybrid hardware,2800.0,2800.0,failed,33,CA,CAD,2021-04-25 05:00:00,2021-07-05 05:00:00,False,False,theater,plays
702,4345,Mills-Roy,Profit-focused multi-tasking access,33600.0,33600.0,successful,1703,US,USD,2020-07-25 05:00:00,2021-04-16 05:00:00,False,False,theater,plays
42,2690,Brown Group,Profit-focused transitional capability,6100.0,6100.0,successful,80,DK,DKK,2020-11-22 06:00:00,2021-04-06 05:00:00,False,False,film & video,documentary
948,4025,Burns-Burnett,Front-line scalable definition,3800.0,3800.0,live,86,US,USD,2020-08-28 05:00:00,2021-05-19 05:00:00,False,False,technology,wearables
2926,4524,"Glass, Nunez and Mcdonald",Open-source systematic protocol,9300.0,9300.0,failed,40,IT,EUR,2021-10-12 05:00:00,2022-01-18 06:00:00,False,False,theater,plays
1971,3978,"Perez, Davis and Wilson",Implemented tangible algorithm,2300.0,2300.0,successful,41,US,USD,2020-10-20 05:00:00,2021-08-25 05:00:00,False,False,games,video games
748,3910,Diaz-Garcia,Profit-focused 3rdgeneration circuit,9700.0,9700.0,failed,23,CA,CAD,2021-03-05 06:00:00,2021-03-14 06:00:00,True,False,photography,photography books
684,5825,Salazar-Moon,Compatible needs-based architecture,4000.0,4000.0,successful,187,US,USD,2020-09-03 05:00:00,2021-07-16 05:00:00,False,False,film & video,animation
385,3564,Larsen-Chung,Right-sized zero tolerance migration,59700.0,59700.0,successful,2875,GB,GBP,2020-12-28 06:00:00,2021-12-26 06:00:00,False,True,theater,plays
3007,2396,Anderson and Sons,Quality-focused reciprocal structure,5500.0,5500.0,successful,88,US,USD,2021-03-07 06:00:00,2021-05-28 05:00:00,False,False,theater,plays
2612,2140,Lawrence Group,Automated actuating conglomeration,3700.0,3700.0,successful,191,US,USD,2021-04-23 05:00:00,2022-01-26 06:00:00,False,False,music,rock
807,3079,Gray-Davis,Re-contextualized local initiative,5200.0,5200.0,successful,139,US,USD,2021-03-12 06:00:00,2021-10-07 05:00:00,False,False,music,rock
2087,2017,Ramirez-Myers,Switchable intangible definition,900.0,900.0,successful,186,US,USD,2020-11-25 06:00:00,2021-10-16 05:00:00,False,False,music,indie rock
53,5444,"Lucas, Hall and Bonilla",Networked bottom-line initiative,1600.0,1600.0,successful,112,AU,AUD,2021-07-24 05:00:00,2021-09-11 05:00:00,False,False,theater,plays
2944,2216,"Williams, Perez and Villegas",Robust directional system engine,1800.0,1800.0,successful,101,US,USD,2021-01-25 06:00:00,2021-07-21 05:00:00,False,True,theater,plays
2963,1241,"Brooks, Jones and Ingram",Triple-buffered explicit methodology,9900.0,9900.0,failed,75,US,USD,2021-05-12 05:00:00,2022-01-18 06:00:00,False,True,theater,plays
2976,1484,"Whitaker, Wallace and Daniels",Reactive directional capacity,5200.0,5200.0,successful,206,GB,GBP,2021-07-05 05:00:00,2021-10-15 05:00:00,False,True,film & video,documentary
3051,3475,Smith-Gonzalez,Polarized needs-based approach,5400.0,5400.0,successful,154,US,USD,2021-03-30 05:00:00,2021-06-02 05:00:00,False,True,film & video,television
2777,4333,Skinner PLC,Intuitive well-modulated middleware,112300.0,112300.0,successful,5966,US,USD,2021-07-01 05:00:00,2021-08-19 05:00:00,False,False,theater,plays
3064,5657,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,189200.0,189200.0,failed,2176,US,USD,2021-10-19 05:00:00,2021-10-24 05:00:00,False,False,theater,plays
56,2527,Green-Carr,Pre-emptive bifurcated artificial intelligence,900.0,900.0,successful,169,US,USD,2021-05-15 05:00:00,2021-12-02 06:00:00,False,True,film & video,documentary
763,5967,Brown-Parker,Down-sized coherent toolset,22500.0,22500.0,successful,2106,US,USD,2021-01-23 06:00:00,2021-06-25 05:00:00,False,False,theater,plays
896,5698,Marshall Inc,Open-source multi-tasking data-warehouse,167400.0,167400.0,failed,441,US,USD,2021-03-10 06:00:00,2021-04-06 05:00:00,False,True,film & video,documentary
1409,3331,Leblanc-Pineda,Future-proofed upward-trending contingency,2700.0,2700.0,failed,25,US,USD,2021-08-13 05:00:00,2021-11-21 06:00:00,False,False,music,indie rock
2889,3841,Perry PLC,Mandatory uniform matrix,3400.0,3400.0,successful,131,US,USD,2020-06-23 05:00:00,2021-05-10 05:00:00,False,False,music,rock
2338,6105,"Klein, Stark and Livingston",Phased methodical initiative,49700.0,49700.0,failed,127,US,USD,2021-01-17 06:00:00,2021-12-09 06:00:00,False,False,theater,plays
2905,3895,Fleming-Oliver,Managed stable function,178200.0,178200.0,failed,355,US,USD,2021-02-10 06:00:00,2021-07-26 05:00:00,False,False,film & video,documentary
1779,1891,"Reilly, Aguirre and Johnson",Realigned clear-thinking migration,7200.0,7200.0,failed,44,GB,GBP,2020-07-18 05:00:00,2021-01-31 06:00:00,False,False,theater,plays
2291,1281,"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement,2500.0,2500.0,successful,84,US,USD,2020-12-26 06:00:00,2021-04-04 05:00:00,False,False,theater,plays
3192,4186,"Michael, Anderson and Vincent",Cross-group global moratorium,5300.0,5300.0,successful,155,US,USD,2020-12-08 06:00:00,2021-09-05 05:00:00,False,False,theater,plays
1696,2511,King Ltd,Visionary systemic process improvement,9100.0,9100.0,failed,67,US,USD,2021-03-29 05:00:00,2021-06-11 05:00:00,False,False,photography,photography books
1559,4272,Baker Ltd,Progressive intangible flexibility,6300.0,6300.0,successful,189,US,USD,2021-04-18 05:00:00,2021-12-22 06:00:00,False,True,food,food trucks
1405,3533,"Baker, Collins and Smith",Reactive real-time software,114400.0,114400.0,successful,4799,US,USD,2021-09-13 05:00:00,2021-12-16 06:00:00,True,True,film & video,documentary
521,3618,Warren-Harrison,Programmable incremental knowledge user,38900.0,38900.0,successful,1137,US,USD,2020-04-20 05:00:00,2021-01-21 06:00:00,False,False,publishing,nonfiction
1625,2177,Gardner Group,Progressive 5thgeneration customer loyalty,135500.0,135500.0,failed,1068,US,USD,2021-06-20 05:00:00,2021-11-12 06:00:00,False,False,theater,plays
2808,4102,Flores-Lambert,Triple-buffered logistical frame,109000.0,109000.0,failed,424,US,USD,2021-07-18 05:00:00,2021-10-05 05:00:00,False,False,technology,wearables
764,6089,Cruz Ltd,Exclusive dynamic adapter,114800.0,114800.0,canceled,145,CH,CHF,2020-06-26 05:00:00,2021-03-09 06:00:00,False,False,music,indie rock
834,4701,Knox-Garner,Automated systemic hierarchy,83000.0,83000.0,successful,1152,US,USD,2021-01-19 06:00:00,2021-08-26 05:00:00,False,False,theater,plays
2793,5645,Davis-Allen,Digitized eco-centric core,2400.0,2400.0,successful,50,US,USD,2020-09-19 05:00:00,2021-05-17 05:00:00,False,False,photography,photography books
2901,4499,Miller-Patel,Mandatory uniform strategy,60400.0,60400.0,failed,151,US,USD,2021-11-21 06:00:00,2021-12-19 06:00:00,False,False,publishing,nonfiction
2141,3365,Hernandez-Grimes,Profit-focused zero administration forecast,102900.0,102900.0,failed,1608,US,USD,2021-01-07 06:00:00,2021-05-08 05:00:00,False,False,technology,wearables
308,2290,"Owens, Hall and Gonzalez",De-engineered static orchestration,62800.0,62800.0,successful,3059,CA,CAD,2020-11-19 06:00:00,2021-08-28 05:00:00,False,False,music,jazz
705,1890,Noble-Bailey,Customizable dynamic info-mediaries,800.0,800.0,successful,34,US,USD,2020-06-26 05:00:00,2021-04-21 05:00:00,False,True,film & video,documentary
1670,1304,Taylor PLC,Enhanced incremental budgetary management,7100.0,7100.0,successful,220,US,USD,2020-05-21 05:00:00,2021-02-20 06:00:00,True,False,theater,plays
1159,3799,Holmes PLC,Digitized local info-mediaries,46100.0,46100.0,successful,1604,AU,AUD,2020-08-11 05:00:00,2021-09-07 05:00:00,False,False,film & video,drama
2592,2749,Jones-Martin,Virtual systematic monitoring,8100.0,8100.0,successful,454,US,USD,2020-09-21 05:00:00,2021-02-11 06:00:00,False,False,music,rock
1195,2028,Myers LLC,Reactive bottom-line open architecture,1700.0,1700.0,successful,123,IT,EUR,2020-07-01 05:00:00,2021-04-06 05:00:00,False,True,film & video,animation
1635,2383,"Acosta, Mullins and Morris",Pre-emptive interactive model,97300.0,97300.0,failed,941,US,USD,2021-05-28 05:00:00,2021-07-01 05:00:00,False,False,music,indie rock
2432,5721,Bell PLC,Ergonomic eco-centric open architecture,100.0,100.0,failed,1,US,USD,2021-10-07 05:00:00,2021-11-25 06:00:00,False,True,photography,photography books
109,1394,Smith-Schmidt,Inverse radical hierarchy,900.0,900.0,successful,299,US,USD,2021-02-05 06:00:00,2021-08-08 05:00:00,False,False,theater,plays
1509,3451,"Ruiz, Richardson and Cole",Team-oriented static interface,7300.0,7300.0,failed,40,US,USD,2020-10-28 05:00:00,2021-04-20 05:00:00,False,True,film & video,shorts
1285,5512,Leonard-Mcclain,Virtual foreground throughput,195800.0,195800.0,failed,3015,CA,CAD,2021-04-16 05:00:00,2021-08-22 05:00:00,False,True,theater,plays
500,2453,Bailey-Boyer,Visionary exuding Internet solution,48900.0,48900.0,successful,2237,US,USD,2021-04-07 05:00:00,2021-12-19 06:00:00,False,False,theater,plays
2835,6055,Lee LLC,Synchronized secondary analyzer,29600.0,29600.0,failed,435,US,USD,2021-03-26 05:00:00,2021-08-24 05:00:00,False,False,theater,plays
1533,5704,Lyons Inc,Balanced attitude-oriented parallelism,39300.0,39300.0,successful,645,US,USD,2020-03-03 06:00:00,2021-03-10 06:00:00,True,False,film & video,documentary
2445,3707,Herrera-Wilson,Organized bandwidth-monitored core,3400.0,3400.0,successful,484,DK,DKK,2021-05-03 05:00:00,2021-08-29 05:00:00,False,False,theater,plays
2906,2205,"Mahoney, Adams and Lucas",Cloned leadingedge utilization,9200.0,9200.0,successful,154,CA,CAD,2020-05-04 05:00:00,2021-04-29 05:00:00,False,False,film & video,documentary
1237,5976,Stewart LLC,Secured asymmetric projection,135600.0,135600.0,failed,714,US,USD,2021-02-11 06:00:00,2021-05-09 05:00:00,False,False,music,rock
1572,3290,Mcmillan Group,Advanced cohesive Graphic Interface,153700.0,153700.0,live,1111,US,USD,2021-03-22 05:00:00,2021-12-29 06:00:00,False,False,games,mobile games
254,4257,"Beck, Thompson and Martinez",Down-sized maximized function,7800.0,7800.0,successful,82,US,USD,2021-03-21 05:00:00,2021-06-06 05:00:00,False,False,theater,plays
576,4588,Rodriguez-Scott,Realigned zero tolerance software,2100.0,2100.0,successful,134,US,USD,2020-10-14 05:00:00,2021-01-17 06:00:00,False,False,publishing,fiction
563,4785,Rush-Bowers,Persevering analyzing extranet,189500.0,189500.0,live,1089,US,USD,2021-04-12 05:00:00,2021-12-26 06:00:00,False,False,film & video,animation
2201,3033,Davis and Sons,Innovative human-resource migration,188200.0,188200.0,failed,5497,US,USD,2021-05-01 05:00:00,2021-08-28 05:00:00,False,True,food,food trucks
1339,2779,Anderson-Pham,Intuitive needs-based monitoring,113500.0,113500.0,failed,418,US,USD,2021-02-01 06:00:00,2021-10-08 05:00:00,False,False,theater,plays
197,2131,Stewart-Coleman,Customer-focused disintermediate toolset,134600.0,134600.0,failed,1439,US,USD,2021-01-15 06:00:00,2021-03-09 06:00:00,False,True,film & video,documentary
2035,6229,"Bradshaw, Smith and Ryan",Upgradable 24/7 emulation,1700.0,1700.0,failed,15,US,USD,2021-05-09 05:00:00,2021-06-26 05:00:00,False,False,theater,plays
1739,3429,Jackson PLC,Quality-focused client-server core,163700.0,163700.0,failed,1999,CA,CAD,2020-12-09 06:00:00,2021-04-07 05:00:00,False,False,film & video,documentary
2352,1613,Ware-Arias,Upgradable maximized protocol,113800.0,113800.0,successful,5203,US,USD,2021-04-28 05:00:00,2021-12-10 06:00:00,False,False,technology,web
691,4734,"Blair, Reyes and Woods",Cross-platform interactive synergy,5000.0,5000.0,successful,94,US,USD,2021-08-08 05:00:00,2021-09-01 05:00:00,False,False,theater,plays
298,4439,Thomas-Lopez,User-centric fault-tolerant archive,9400.0,9400.0,failed,118,US,USD,2020-12-24 06:00:00,2021-03-18 05:00:00,False,True,technology,wearables
206,1441,"Brown, Davies and Pacheco",Reverse-engineered regional knowledge user,8700.0,8700.0,successful,205,US,USD,2020-09-27 05:00:00,2021-03-15 05:00:00,False,True,theater,plays
1003,5799,Jones-Riddle,Self-enabling real-time definition,147800.0,147800.0,failed,162,US,USD,2020-10-19 05:00:00,2021-07-20 05:00:00,False,True,food,food trucks
1653,1419,Schmidt-Gomez,User-centric impactful projection,5100.0,5100.0,failed,83,US,USD,2021-06-02 05:00:00,2021-09-04 05:00:00,False,False,music,indie rock
1549,3059,"Sullivan, Davis and Booth",Vision-oriented actuating hardware,2700.0,2700.0,successful,92,US,USD,2021-03-21 05:00:00,2021-09-25 05:00:00,False,False,photography,photography books
1026,3224,Edwards-Kane,Virtual leadingedge framework,1800.0,1800.0,successful,219,US,USD,2020-11-08 06:00:00,2021-11-13 06:00:00,False,False,theater,plays
2523,3181,"Hicks, Wall and Webb",Managed discrete framework,174500.0,174500.0,successful,2526,US,USD,2020-04-08 05:00:00,2021-04-15 05:00:00,False,True,theater,plays
1620,6061,Mayer-Richmond,Progressive zero-defect capability,101400.0,101400.0,failed,747,US,USD,2021-06-02 05:00:00,2021-06-30 05:00:00,False,False,film & video,animation
2594,4466,Robles Ltd,Right-sized demand-driven adapter,191000.0,191000.0,canceled,2138,US,USD,2021-02-19 06:00:00,2021-06-13 05:00:00,False,True,photography,photography books
539,6081,Cochran Ltd,Re-engineered attitude-oriented frame,8100.0,8100.0,failed,84,US,USD,2021-04-17 05:00:00,2021-11-03 05:00:00,False,False,theater,plays
687,2159,Rosales LLC,Compatible multimedia utilization,5100.0,5100.0,successful,94,US,USD,2020-11-07 06:00:00,2021-09-06 05:00:00,True,False,theater,plays
2302,3324,Harper-Bryan,Re-contextualized dedicated hardware,7700.0,7700.0,failed,91,US,USD,2020-04-09 05:00:00,2021-03-11 06:00:00,False,False,theater,plays
694,3176,"Potter, Harper and Everett",Decentralized composite paradigm,121400.0,121400.0,failed,792,US,USD,2020-06-12 05:00:00,2021-07-09 05:00:00,False,True,film & video,documentary
3123,5874,Floyd-Sims,Cloned transitional hierarchy,5400.0,5400.0,canceled,10,CA,CAD,2020-07-04 05:00:00,2021-02-11 06:00:00,True,False,theater,plays
2576,5110,"Spence, Jackson and Kelly",Advanced discrete leverage,152400.0,152400.0,successful,1713,IT,EUR,2020-08-26 05:00:00,2021-08-19 05:00:00,False,True,theater,plays
2349,5490,King-Nguyen,Open-source incremental throughput,1300.0,1300.0,successful,249,US,USD,2021-06-25 05:00:00,2021-10-01 05:00:00,False,False,music,jazz
516,1922,Hansen Group,Centralized regional interface,8100.0,8100.0,successful,192,US,USD,2020-05-21 05:00:00,2021-05-10 05:00:00,False,True,film & video,animation
290,4398,"Mathis, Hall and Hansen",Streamlined web-enabled knowledgebase,8300.0,8300.0,successful,247,US,USD,2021-03-29 05:00:00,2022-01-21 06:00:00,False,False,theater,plays
1691,4754,Cummings Inc,Digitized transitional monitoring,28400.0,28400.0,successful,2293,US,USD,2020-09-22 05:00:00,2021-07-09 05:00:00,False,False,film & video,science fiction
1689,3309,Miller-Poole,Networked optimal adapter,102500.0,102500.0,successful,3131,US,USD,2020-11-04 06:00:00,2021-03-08 06:00:00,False,False,film & video,television
2403,1244,Rodriguez-West,Automated optimal function,7000.0,7000.0,failed,32,US,USD,2020-09-24 05:00:00,2021-04-09 05:00:00,False,False,technology,wearables
3203,2892,"Calderon, Bradford and Dean",Devolved system-worthy framework,5400.0,5400.0,successful,143,IT,EUR,2021-03-17 05:00:00,2021-08-26 05:00:00,False,False,theater,plays
2113,2777,Clark-Bowman,Stand-alone user-facing service-desk,9300.0,9300.0,canceled,90,US,USD,2020-11-15 06:00:00,2021-02-14 06:00:00,False,False,theater,plays
3158,4952,Hensley Ltd,Versatile global attitude,6200.0,6200.0,successful,296,US,USD,2020-10-28 05:00:00,2021-02-27 06:00:00,False,True,music,indie rock
348,5144,Anderson-Pearson,Intuitive demand-driven Local Area Network,2100.0,2100.0,successful,170,US,USD,2020-09-11 05:00:00,2021-03-12 06:00:00,False,True,theater,plays
1136,5487,"Martin, Martin and Solis",Assimilated uniform methodology,6800.0,6800.0,failed,186,US,USD,2020-05-11 05:00:00,2021-03-29 05:00:00,False,False,technology,wearables
956,1932,Harrington-Harper,Self-enabling next generation algorithm,155200.0,155200.0,canceled,439,GB,GBP,2020-08-13 05:00:00,2021-06-11 05:00:00,False,False,film & video,television
2393,3364,Price and Sons,Object-based demand-driven strategy,89900.0,89900.0,failed,605,US,USD,2021-10-09 05:00:00,2021-11-29 06:00:00,False,True,games,video games
3208,5165,Cuevas-Morales,Public-key coherent ability,900.0,900.0,successful,86,DK,DKK,2020-11-02 06:00:00,2021-04-07 05:00:00,False,False,games,video games
2530,3858,Delgado-Hatfield,Up-sized composite success,100.0,100.0,failed,1,CA,CAD,2020-12-14 06:00:00,2021-07-06 05:00:00,False,False,film & video,animation
305,4666,Padilla-Porter,Innovative exuding matrix,148400.0,148400.0,successful,6286,US,USD,2020-12-31 06:00:00,2021-08-20 05:00:00,False,False,music,rock
1383,2896,Morris Group,Realigned impactful artificial intelligence,4800.0,4800.0,failed,31,US,USD,2021-02-14 06:00:00,2021-05-09 05:00:00,False,False,film & video,drama
783,4520,Saunders Ltd,Multi-layered multi-tasking secured line,182400.0,182400.0,failed,1181,US,USD,2020-05-20 05:00:00,2021-03-06 06:00:00,False,False,film & video,science fiction
47,5726,Woods Inc,Upgradable upward-trending portal,4000.0,4000.0,failed,39,US,USD,2021-11-17 06:00:00,2021-12-09 06:00:00,False,True,film & video,drama
3157,5661,"Villanueva, Wright and Richardson",Profit-focused global product,116500.0,116500.0,successful,3727,US,USD,2020-10-14 05:00:00,2021-10-06 05:00:00,False,False,theater,plays
1646,4765,"Wilson, Brooks and Clark",Operative well-modulated data-warehouse,146400.0,146400.0,successful,1605,US,USD,2021-11-14 06:00:00,2021-12-14 06:00:00,False,True,music,indie rock
1729,3710,"Sheppard, Smith and Spence",Cloned asymmetric functionalities,5000.0,5000.0,failed,46,US,USD,2021-05-20 05:00:00,2021-10-03 05:00:00,False,False,theater,plays
2964,4925,"Wise, Thompson and Allen",Pre-emptive neutral portal,33800.0,33800.0,successful,2120,US,USD,2021-01-16 06:00:00,2021-08-08 05:00:00,False,False,theater,plays
675,1533,"Lane, Ryan and Chapman",Switchable demand-driven help-desk,6300.0,6300.0,failed,105,US,USD,2021-02-22 06:00:00,2021-04-01 05:00:00,False,False,film & video,documentary
790,5264,"Rich, Alvarez and King",Business-focused static ability,2400.0,2400.0,successful,50,US,USD,2021-02-26 06:00:00,2021-08-10 05:00:00,False,False,theater,plays
1103,4606,Terry-Salinas,Networked secondary structure,98800.0,98800.0,successful,2080,US,USD,2020-03-21 05:00:00,2021-05-13 05:00:00,False,False,film & video,drama
969,2043,Wang-Rodriguez,Total multimedia website,188800.0,188800.0,failed,535,US,USD,2021-10-13 05:00:00,2021-11-02 05:00:00,False,False,games,mobile games
1634,3871,Mckee-Hill,Cross-platform upward-trending parallelism,134300.0,134300.0,successful,2105,US,USD,2020-03-28 05:00:00,2021-03-08 06:00:00,False,False,film & video,animation
2279,6205,Gomez LLC,Pre-emptive mission-critical hardware,71200.0,71200.0,successful,2436,US,USD,2020-09-21 05:00:00,2021-02-26 06:00:00,False,False,theater,plays
387,3193,Gonzalez-Robbins,Up-sized responsive protocol,4700.0,4700.0,successful,80,US,USD,2021-04-09 05:00:00,2022-02-18 06:00:00,False,False,publishing,translations
586,1810,Obrien and Sons,Pre-emptive transitional frame,1200.0,1200.0,successful,42,US,USD,2021-04-16 05:00:00,2021-08-18 05:00:00,False,True,technology,wearables
1145,4797,Shaw Ltd,Profit-focused content-based application,1400.0,1400.0,successful,139,CA,CAD,2021-06-05 05:00:00,2021-08-03 05:00:00,False,True,technology,web
2776,1487,Hughes Inc,Streamlined neutral analyzer,4000.0,4000.0,failed,16,US,USD,2021-01-17 06:00:00,2021-01-30 06:00:00,False,False,theater,plays
2099,3474,Olsen-Ryan,Assimilated neutral utilization,5600.0,5600.0,successful,159,US,USD,2020-07-13 05:00:00,2021-05-04 05:00:00,False,False,film & video,drama
470,5771,"Grimes, Holland and Sloan",Extended dedicated archive,3600.0,3600.0,successful,381,US,USD,2021-04-16 05:00:00,2021-10-13 05:00:00,False,False,technology,wearables
343,6074,Perry and Sons,Configurable static help-desk,3100.0,3100.0,successful,194,GB,GBP,2021-03-04 06:00:00,2022-01-01 06:00:00,False,True,food,food trucks
2090,1568,"Turner, Young and Collins",Self-enabling clear-thinking framework,153800.0,153800.0,failed,575,US,USD,2020-10-28 05:00:00,2021-02-27 06:00:00,False,False,music,rock
1401,4263,Richardson Inc,Assimilated fault-tolerant capacity,5000.0,5000.0,successful,106,US,USD,2021-02-21 06:00:00,2021-08-15 05:00:00,False,False,music,electric music
596,5850,Santos-Young,Enhanced neutral ability,4000.0,4000.0,successful,142,US,USD,2021-02-03 06:00:00,2021-07-14 05:00:00,False,False,film & video,television
1139,5619,Nichols Ltd,Function-based attitude-oriented groupware,7400.0,7400.0,successful,211,US,USD,2021-07-02 05:00:00,2021-07-18 05:00:00,False,True,publishing,translations
2080,1904,Murphy PLC,Optional solution-oriented instruction set,191500.0,191500.0,failed,1120,US,USD,2021-06-26 05:00:00,2021-10-13 05:00:00,False,False,publishing,fiction
88,5388,"Hogan, Porter and Rivera",Organic object-oriented core,8500.0,8500.0,failed,113,US,USD,2021-07-14 05:00:00,2021-08-23 05:00:00,False,False,film & video,science fiction
2806,2150,Lyons LLC,Balanced impactful circuit,68800.0,68800.0,successful,2756,US,USD,2020-09-12 05:00:00,2021-04-13 05:00:00,False,False,technology,wearables
3153,2653,Long-Greene,Future-proofed heuristic encryption,2400.0,2400.0,successful,173,GB,GBP,2020-07-27 05:00:00,2021-08-21 05:00:00,False,False,food,food trucks
2391,2687,Robles-Hudson,Balanced bifurcated leverage,8600.0,8600.0,successful,87,US,USD,2021-08-28 05:00:00,2021-09-22 05:00:00,False,True,photography,photography books
84,3779,Mcclure LLC,Sharable discrete budgetary management,196600.0,196600.0,failed,1538,US,USD,2021-06-12 05:00:00,2021-12-02 06:00:00,False,True,theater,plays
1987,1494,"Martin, Russell and Baker",Focused solution-oriented instruction set,4200.0,4200.0,failed,9,US,USD,2021-01-21 06:00:00,2021-12-30 06:00:00,False,True,publishing,fiction
2790,4129,Rice-Parker,Down-sized actuating infrastructure,91400.0,91400.0,failed,554,US,USD,2020-06-03 05:00:00,2021-05-15 05:00:00,False,False,theater,plays
